frame,px,py,pz,proll,ppitch,e0_alive,e0_x,e0_y,e0_z,e0_rz,e1_alive,e1_x,e1_y,e1_z,e1_rz,e2_alive,e2_x,e2_y,e2_z,e2_rz,e3_alive,e3_x,e3_y,e3_z,e3_rz,e4_alive,e4_x,e4_y,e4_z,e4_rz,e5_alive,e5_x,e5_y,e5_z,e5_rz,e6_alive,e6_x,e6_y,e6_z,e6_rz,e7_alive,e7_x,e7_y,e7_z,e7_rz,e8_alive,e8_x,e8_y,e8_z,e8_rz,e9_alive,e9_x,e9_y,e9_z,e9_rz,boss_active,boss_x,boss_y,boss_z
1068,-10.6565,-6.48481,648.5,0.452663,0.214907,1,-15.3802,28.664,773.885,-0.751754,1,-5.73162,23.1722,768.029,0.458862,1,10.1094,23.1722,768.029,-0.458862,1,-17.7251,14.5686,768,8.83736e-07,1,22.2749,14.5686,768,-8.83736e-07,1,-16.5983,11.2672,710.544,0.9,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,28.249,15.4829,716.386,0.9,0,0.0,18,817.5
1069,-10.8027,-6.06705,649,0.407396,0.233416,1,-14.5868,28.8743,773.943,-0.762974,1,-6.00624,22.6281,768.508,0.42984,1,10.4077,22.6281,768.508,-0.42984,1,-17.7251,14.5686,768.5,0,1,22.2749,14.5686,768.5,0,1,-16.2424,10.3969,707.607,1.2,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,26.8621,14.6153,713.772,1.2,0,0.0,18,818
1070,-10.9372,-5.64272,649.5,0.366657,0.250075,1,-13.8117,29.0575,774.022,-0.772741,1,-6.2605,22.0686,768.993,0.400001,1,10.6839,22.0686,768.993,-0.400001,1,-23.7242,13.4163,769.711,0,1,27.9281,16.2874,769.461,0,1,-15.8865,9.52661,704.671,1.5,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,25.4752,13.7478,711.159,1.5,0,0.0,18,818.5
1071,-11.0609,-5.21233,650,0.329991,0.265067,1,-13.0548,29.213,774.124,-0.781037,1,-6.49443,21.4948,769.483,0.369399,1,10.938,21.4948,769.483,-0.369399,1,-23.7148,13.6254,770.043,0,1,27.8394,16.4804,769.795,0,1,-15.5306,8.6563,701.735,1.8,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,24.0883,12.8803,708.545,1.8,0,0.0,18,819
1072,-10.8683,-4.87791,650.5,0.254565,0.266845,1,-12.3161,29.3407,774.247,-0.787846,1,-6.70802,20.9079,769.976,0.338095,1,11.1701,20.9079,769.976,-0.338095,1,-23.695,13.8372,770.375,0,1,27.7411,16.6679,770.129,0,1,-15.1746,7.78598,698.798,2.1,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,22.7014,12.0128,705.932,2.1,0,0.0,18,819.5
1073,-10.6558,-4.54196,651,0.186682,0.268444,1,-11.5957,29.4403,774.39,-0.793156,1,-6.90126,20.3089,770.473,0.306147,1,11.38,20.3089,770.473,-0.306147,1,-23.6648,14.0512,770.705,0,1,27.6333,16.8491,770.463,0,1,-14.8187,6.91566,695.862,2.4,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,21.3144,11.1452,703.318,2.4,0,0.0,18,820
1074,-10.298,-4.44973,651.5,0.108014,0.2416,1,-10.8935,29.5115,774.554,-0.796956,1,-7.07417,19.6989,770.972,0.273617,1,11.5678,19.6989,770.972,-0.273617,1,-23.6243,14.2667,771.035,0,1,27.5162,17.0237,770.795,0,1,-14.4628,6.04534,692.925,2.7,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,19.9275,10.2777,700.704,2.7,0,0.0,18,820.5
1075,-9.91883,-4.36488,652,0.0372128,0.21744,1,-10.2095,29.5543,774.737,-0.799239,1,-7.22673,19.0792,771.474,0.240565,1,11.7335,19.0792,771.474,-0.240565,1,-23.5736,14.4831,771.364,0,1,27.3901,17.1911,771.127,0,1,-14.1069,5.17503,689.989,3,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,18.5406,9.41018,698.091,3,0,0.0,18,821
1076,-9.51999,-4.28682,652.5,-0.0265085,0.195696,1,-9.54382,29.5686,774.94,-0.8,1,-7.35895,18.4509,771.977,0.207056,1,11.8772,18.4509,771.977,-0.207056,1,-23.5127,14.6998,771.691,0,1,27.255,17.3507,771.457,0,1,-13.751,4.30471,687.052,3.3,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,17.1537,8.54265,695.477,3.3,0,0.0,18,821.5
1077,-9.10305,-4.215,653,-0.0838576,0.176126,1,-8.89634,29.5543,775.161,-0.799239,1,-7.47083,17.8152,772.482,0.173153,1,11.9987,17.8152,772.482,-0.173153,1,-23.4417,14.916,772.017,0,1,27.1113,17.5023,771.787,0,1,-13.3951,3.43439,684.116,3.6,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,15.7668,7.67513,692.864,3.6,0,0.0,18,822
1078,-8.66947,-4.14893,653.5,-0.135472,0.158514,1,-8.26711,29.5115,775.399,-0.796956,1,-7.56236,17.1733,772.987,0.138919,1,12.0981,17.1733,772.987,-0.138919,1,-23.3609,15.1312,772.342,0,1,26.9591,17.6452,772.115,0,0,-13.3951,3.43439,684.116,3.6,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,14.3799,6.8076,690.25,3.9,0,0.0,18,822.5
1079,-8.22058,-4.08814,654,-0.181925,0.142662,1,-7.65611,29.4403,775.655,-0.793156,1,-7.63356,16.5265,773.492,0.104422,1,12.1755,16.5265,773.492,-0.104422,1,-23.2702,15.3448,772.665,0,1,26.7989,17.7791,772.443,0,0,-13.3951,3.43439,684.116,3.6,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,12.993,5.94008,687.636,4.2,0,0.0,18,823
1080,-7.75759,-4.03222,654.5,-0.223732,0.128396,1,-7.06335,29.3407,775.928,-0.787846,1,-7.68441,15.8759,773.996,0.0697255,1,12.2307,15.8759,773.996,-0.0697255,1,-23.17,15.5561,772.987,0,1,26.6308,17.9035,772.769,0,0,-13.3951,3.43439,684.116,3.6,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,11.6061,5.07255,685.023,4.5,0,0.0,18,823.5
1081,-7.28165,-3.98077,655,-0.261359,0.115557,1,-6.48883,29.213,776.216,-0.781037,1,-7.71492,15.2229,774.499,0.0348964,1,12.2639,15.2229,774.499,-0.0348964,1,-23.0602,15.7645,773.308,0,1,26.4551,18.0182,773.094,0,0,-13.3951,3.43439,684.116,3.6,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,10.2192,4.20503,682.409,4.8,0,0.0,18,824
1082,-6.79378,-3.93343,655.5,-0.295223,0.104001,1,-5.93255,29.0575,776.521,-0.772741,1,-7.72509,14.5686,775,8.83736e-07,1,12.2749,14.5686,775,-8.83736e-07,1,-22.9412,15.9695,773.627,0,1,26.2722,18.1228,773.417,0,0,-13.3951,3.43439,684.116,3.6,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,8.83234,3.3375,679.796,5.1,0,0.0,18,824.5
1083,-6.29494,-3.88988,656,-0.325701,0.0936008,1,-5.3945,28.8743,776.84,-0.762974,1,-7.72509,14.5686,775.5,0,1,12.2749,14.5686,775.5,0,1,-22.8132,16.1702,773.944,0,1,26.0824,18.2169,773.739,0,0,-13.3951,3.43439,684.116,3.6,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,7.44544,2.46998,677.182,5.4,0,0.0,18,825
1084,-5.78601,-3.84982,656.5,-0.353131,0.0842407,1,-4.8747,28.664,777.173,-0.751754,1,-5.22862,18.5536,777.9,0,1,8.5449,15.4705,778.75,0,1,-22.6763,16.3663,774.26,0,1,25.8859,18.3004,774.06,0,0,-13.3951,3.43439,684.116,3.6,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,6.05854,1.60245,674.569,5.7,0,0.0,18,825.5
1085,-5.26779,-3.81296,657,-0.377818,0.0758166,1,-4.37313,28.4268,777.521,-0.739104,1,-5.45805,18.5665,778.21,0,1,8.35237,15.2582,778.999,0,1,-22.5309,16.5572,774.574,0,1,25.6832,18.3729,774.379,0,0,-13.3951,3.43439,684.116,3.6,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,4.67163,0.734927,671.955,6,0,0.0,18,826
1086,-4.74103,-3.77905,657.5,-0.400036,0.068235,1,-3.8898,28.1632,777.881,-0.725046,1,-5.69142,18.5676,778.519,0,1,8.16665,15.0438,779.245,0,1,-22.3771,16.7421,774.887,0,1,25.4745,18.4342,774.696,0,0,-13.3951,3.43439,684.116,3.6,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,3.28473,-0.132598,669.341,6.3,0,0.0,18,826.5
1087,-4.20641,-3.74786,658,-0.420032,0.0614115,1,-3.42471,27.8738,778.255,-0.709609,1,-5.92832,18.5571,778.825,0,1,7.98807,14.8281,779.489,0,1,-22.2152,16.9208,775.197,0,1,25.2603,18.4842,775.012,0,0,-13.3951,3.43439,684.116,3.6,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,1.89783,-1.00012,666.728,6.6,0,0.0,18,827
1088,-3.66456,-3.71916,658.5,-0.438029,0.0552703,1,-2.97786,27.559,778.64,-0.69282,1,-6.16833,18.5348,779.129,0,1,7.81692,14.6116,779.73,0,1,-22.0455,17.0925,775.506,0,1,25.0409,18.5227,775.326,0,0,-13.3951,3.43439,684.116,3.6,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,0.51093,-1.86765,664.114,6.9,0,0.0,18,827.5
1089,-3.11606,-3.69275,659,-0.454226,0.0497433,1,-2.54925,27.2195,779.037,-0.674713,1,-6.41105,18.5009,779.432,0,1,7.65352,14.395,779.969,0,1,-21.8683,17.2568,775.812,0,1,24.8168,18.5496,775.638,0,0,-13.3951,3.43439,684.116,3.6,0,-3.44154,13.92,696.884,0,0,3.04361,10.7302,688.771,0,0,16.8097,15.3305,714.434,0,1,-0.875971,-2.73517,661.501,7.2,0,0.0,18,828
1090,-2.56144,-3.66846,659.5,-0.468804,0.044769,1,-2.13888,26.8559,779.444,-0.655322,1,-6.65605,18.4555,779.732,0,1,7.49813,14.1789,780.205,0,1,-21.684,17.4132,776.117,0,1,24.5882,18.5648,775.949,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,828.5
1091,-2.00119,-3.64611,660,-0.481923,0.0402921,1,-1.74675,26.4689,779.862,-0.634683,1,-6.90291,18.3987,780.03,0,1,7.35104,13.964,780.439,0,1,-21.4927,17.5613,776.42,0,1,24.3556,18.5684,776.257,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,829
1092,-1.56267,-3.87068,660.5,-0.476157,0.00797858,1,-1.37285,26.0593,780.29,-0.612836,1,-7.15119,18.3306,780.326,0,1,7.21249,13.7508,780.67,0,1,-21.2949,17.7006,776.721,0,1,24.1193,18.5601,776.564,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,829.5
1093,-1.12389,-4.10557,661,-0.470968,-0.0211036,1,-1.0172,25.6278,780.727,-0.589822,1,-7.40047,18.2515,780.62,0,1,7.08274,13.54,780.898,0,1,-21.091,17.8307,777.019,0,1,23.8799,18.5402,776.869,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,830
1094,-0.68485,-4.34995,661.5,-0.466298,-0.0472775,1,-0.679782,25.1752,781.172,-0.565686,1,-7.65032,18.1616,780.911,0,1,6.96199,13.3322,781.125,0,1,-20.8811,17.9512,777.316,0,1,23.6377,18.5086,777.171,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,830.5
1095,-0.245579,-4.60306,662,-0.462094,-0.070834,1,-0.360604,24.7025,781.626,-0.540473,1,-7.90029,18.0611,781.2,0,1,6.85047,13.1281,781.348,0,1,-20.6658,18.0619,777.61,0,1,23.3931,18.4655,777.472,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,831
1096,0.193905,-4.86421,662.5,-0.458311,-0.0920349,1,-0.0596621,24.2104,782.087,-0.514231,1,-8.14996,17.9504,781.487,0,1,6.74836,12.9281,781.57,0,1,-20.4454,18.1622,777.902,0,1,23.1466,18.4109,777.77,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,831.5
1097,0.633586,-5.13275,663,-0.454906,-0.111116,1,0.223039,23.7,782.555,-0.48701,1,-8.39889,17.8298,781.772,0,1,6.65585,12.733,781.789,0,1,-20.2203,18.2521,778.192,0,1,22.8986,18.3451,778.067,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,832
1098,1.07345,-5.4081,663.5,-0.451842,-0.128288,1,0.487499,23.1722,783.029,-0.458862,1,-8.64665,17.6996,782.054,0,1,6.57309,12.5433,782.005,0,1,-19.9909,18.3311,778.479,0,1,22.6494,18.2682,778.361,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,832.5
1099,1.51348,-5.6897,664,-0.449084,-0.143744,1,0.733724,22.6281,783.508,-0.42984,1,-8.89281,17.5603,782.334,0,1,6.50023,12.3595,782.219,0,1,-19.7575,18.3991,778.764,0,1,22.3997,18.1804,778.653,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,833
1100,1.95366,-5.97705,664.5,-0.446602,-0.157654,1,0.96171,22.0686,783.993,-0.400001,1,-9.13695,17.4121,782.612,0,1,6.43739,12.1822,782.431,0,1,-19.5205,18.4558,779.047,0,1,22.1497,18.082,778.943,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,833.5
1101,2.39398,-6.26971,665,-0.444369,-0.170173,1,1.17146,21.4948,784.483,-0.369399,1,-9.37863,17.2557,782.887,0,1,6.38469,12.0119,782.641,0,1,-19.2805,18.5012,779.328,0,1,21.8999,17.9734,779.23,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,834
1102,2.83443,-6.56723,665.5,-0.442358,-0.18144,1,1.36296,20.9079,784.976,-0.338095,1,-9.61745,17.0913,783.159,0,1,6.34221,11.8491,782.848,0,1,-19.0378,18.535,779.606,0,1,21.6508,17.8547,779.515,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,834.5
1103,3.275,-6.86924,666,-0.440549,-0.19158,1,1.53623,20.3089,785.473,-0.306147,1,-9.85298,16.9195,783.429,0,1,6.31003,11.6943,783.054,0,1,-18.7928,18.5572,779.881,0,1,21.4028,17.7264,779.798,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,835
1104,3.71568,-7.17537,666.5,-0.43892,-0.200706,1,1.69126,19.6989,785.972,-0.273617,1,-10.0848,16.7409,783.697,0,1,6.2882,11.5479,783.257,0,1,-18.5459,18.5677,780.154,0,1,21.1563,17.5889,780.078,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,835.5
1105,4.15646,-7.48529,667,-0.437455,-0.20892,1,1.82805,19.0792,786.474,-0.240565,1,-10.3126,16.5559,783.962,0,1,6.27677,11.4104,783.457,0,1,-18.2976,18.5664,780.425,0,1,20.9117,17.4425,780.356,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,836
1106,4.59734,-7.79871,667.5,-0.436136,-0.216312,1,1.94661,18.4509,786.977,-0.207056,1,-10.5358,16.365,784.225,0,1,6.27575,11.2821,783.656,0,1,-18.0483,18.5535,780.693,0,1,20.6695,17.2876,780.632,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,836.5
1107,5.0383,-8.11533,668,-0.434948,-0.222965,1,2.04692,17.8152,787.482,-0.173153,1,-10.7542,16.1689,784.485,0,1,6.28514,11.1635,783.853,0,1,-17.7985,18.5288,780.959,0,1,20.4301,17.1248,780.905,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,837
1108,5.47934,-8.43491,668.5,-0.43388,-0.228953,1,2.12899,17.1733,787.987,-0.138919,1,-10.9673,15.968,784.742,0,1,6.30493,11.0549,784.048,0,1,-17.5485,18.4925,781.222,0,1,20.1938,16.9545,781.176,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,837.5
1109,5.92045,-8.75721,669,-0.432918,-0.234342,1,2.19283,16.5265,788.492,-0.104422,1,-11.1748,15.7631,784.997,0,1,6.33508,10.9565,784.24,0,1,-17.2988,18.4447,781.483,0,1,19.9612,16.7771,781.444,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,838
1110,6.36162,-9.08201,669.5,-0.432053,-0.239192,1,2.23843,15.8759,788.996,-0.0697255,1,-11.3763,15.5547,785.25,0,1,6.37554,10.8688,784.431,0,1,-17.0499,18.3856,781.741,0,1,19.7327,16.5933,781.709,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,838.5
1111,6.80286,-9.40911,670,-0.431274,-0.243557,1,2.26578,15.2229,789.499,-0.0348964,1,-11.5714,15.3434,785.5,0,1,6.42624,10.7919,784.62,0,1,-16.8021,18.3152,781.996,0,1,19.5085,16.4036,781.972,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,839
1112,7.24416,-9.73832,670.5,-0.430573,-0.247486,1,2.27491,14.5686,790,-8.83736e-07,1,-11.7599,15.1298,785.747,0,1,6.4871,10.7261,784.807,0,1,-16.556,18.2339,782.249,0,1,19.2891,16.2085,782.233,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,839.5
1113,7.6855,-10.0695,671,-0.429942,-0.251021,1,2.27491,14.5686,790.5,0,1,-11.9414,14.9145,785.992,0,1,6.558,10.6716,784.993,0,1,-16.3119,18.1418,782.5,0,1,19.0749,16.0086,782.491,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,840
1114,8.12689,-10.4024,671.5,-0.429374,-0.254203,1,-3.60541,10.8367,792.907,0,1,-12.1155,14.6983,786.234,0,1,6.63883,10.6285,785.177,0,1,-16.0702,18.0392,782.748,0,1,18.8663,15.8044,782.747,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,840.5
1115,8.56833,-10.737,672,-0.428863,-0.257067,1,-3.55063,10.7642,793.095,0,1,-12.2821,14.4816,786.474,0,1,6.72944,10.5969,785.359,0,1,-15.8314,17.9264,782.993,0,1,18.6635,15.5966,782.999,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,841
1116,9.00981,-11.0732,672.5,-0.428403,-0.259645,1,-3.48574,10.7029,793.282,0,1,-12.4407,14.2653,786.711,0,1,6.82967,10.577,785.539,0,1,-15.5959,17.8038,783.236,0,1,18.4671,15.3858,783.25,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,841.5
1117,9.45133,-11.4107,673,-0.427989,-0.261965,1,-3.41086,10.6529,793.467,0,1,-12.5911,14.0498,786.945,0,1,6.93936,10.5688,785.718,0,1,-15.3641,17.6717,783.476,0,1,18.2773,15.1726,783.498,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,842
1118,9.89287,-11.7495,673.5,-0.427617,-0.264053,1,-3.3261,10.6144,793.65,0,1,-12.7331,13.8358,787.178,0,1,7.05831,10.5724,785.896,0,1,-15.1363,17.5305,783.714,0,1,18.0943,14.9577,783.743,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,842.5
1119,10.3345,-12.0894,674,-0.427282,-0.265932,1,-3.23162,10.5875,793.831,0,1,-12.8664,13.624,787.407,0,1,7.18631,10.5876,786.072,0,1,-14.9131,17.3806,783.949,0,1,17.9187,14.7416,783.986,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,843
1120,10.7761,-12.4305,674.5,-0.42698,-0.267623,1,-3.12758,10.5723,794.011,0,1,-12.9908,13.4149,787.635,0,1,7.32315,10.6146,786.247,0,1,-14.6948,17.2225,784.182,0,1,17.7506,14.525,784.226,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,843.5
1121,11.2177,-12.7726,675,-0.426708,-0.269145,1,-3.01417,10.5688,794.19,0,1,-13.106,13.2093,787.859,0,1,7.46859,10.6531,786.42,0,1,-14.4817,17.0565,784.412,0,1,17.5904,14.3085,784.464,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,844
1122,11.7863,-12.8704,675.5,-0.444037,-0.24223,1,-2.89157,10.5771,794.367,0,1,-13.2119,13.0076,788.082,0,1,7.62236,10.7031,786.593,0,1,-14.2743,16.8833,784.64,0,1,17.4383,14.0928,784.699,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,844.5
1123,12.3594,-12.9604,676,-0.459634,-0.218007,1,-2.76,10.597,794.542,0,1,-13.3083,12.8105,788.301,0,1,7.78422,10.7645,786.764,0,1,-14.0728,16.7033,784.865,0,1,17.2946,13.8784,784.931,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,845
1124,12.9366,-13.0433,676.5,-0.47367,-0.196206,1,-2.6197,10.6286,794.716,0,1,-13.395,12.6185,788.519,0,1,7.95386,10.837,786.934,0,1,-13.8777,16.517,785.088,0,1,17.1595,13.6661,785.162,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,845.5
1125,13.5177,-13.1195,677,-0.486303,-0.176586,1,-2.4709,10.6718,794.89,0,1,-13.4718,12.4323,788.734,0,1,8.13101,10.9205,787.103,0,1,-13.6892,16.325,785.308,0,1,17.0333,13.4565,785.389,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,846
1126,14.1023,-13.1896,677.5,-0.497673,-0.158927,1,-2.31386,10.7263,795.061,0,1,-13.5387,12.2524,788.947,0,1,8.31536,11.0147,787.271,0,1,-13.5078,16.1279,785.526,0,1,16.9163,13.2501,785.615,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,846.5
1127,14.6901,-13.254,678,-0.507906,-0.143034,1,-2.14885,10.7922,795.232,0,1,-13.5954,12.0792,789.157,0,1,8.50657,11.1193,787.439,0,1,-13.3337,15.9262,785.742,0,1,16.8085,13.0476,785.837,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,847
1128,15.2809,-13.3134,678.5,-0.517115,-0.128731,1,-1.97617,10.8691,795.402,0,1,-13.642,11.9133,789.366,0,1,8.70433,11.234,787.605,0,1,-13.1672,15.7205,785.955,0,1,16.7102,12.8495,786.058,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,1,45,5.16551,916.373,0,1,-45,5.16551,916.373,0,0,0.0,18,847.5
