frame,px,py,pz,proll,ppitch,e0_alive,e0_x,e0_y,e0_z,e0_rz,e1_alive,e1_x,e1_y,e1_z,e1_rz,e2_alive,e2_x,e2_y,e2_z,e2_rz,e3_alive,e3_x,e3_y,e3_z,e3_rz,e4_alive,e4_x,e4_y,e4_z,e4_rz,e5_alive,e5_x,e5_y,e5_z,e5_rz,e6_alive,e6_x,e6_y,e6_z,e6_rz,e7_alive,e7_x,e7_y,e7_z,e7_rz,e8_alive,e8_x,e8_y,e8_z,e8_rz,e9_alive,e9_x,e9_y,e9_z,e9_rz,boss_active,boss_x,boss_y,boss_z
0,5.28978,-10.291,114.5,0.113621,-0.083074,1,-0.847391,7.7148,223.564,0,0,-15.3207,11.0375,218.15,0,1,11.8345,10.8682,217.5,0,1,-27.1334,11.553,222.961,0,1,17.8887,9.05308,219.547,0,1,14.0899,14.7152,228.961,0,1,6.56742,28.8727,229.339,0,1,-3.59133,22.7138,224.629,0,1,-11.7703,-0.266725,227.603,0,1,8.84909,-1.6172,225.748,0,0,0.0,18,283.5
1,5.24693,-10.3251,115,0.102258,-0.0747666,1,-1.0734,7.50299,223.854,0,0,-15.3207,11.0375,218.15,0,1,11.7174,10.6923,217.753,0,1,-26.9306,11.685,223.26,0,1,18.1304,9.26626,219.714,0,1,14.2927,14.8472,229.26,0,1,6.81111,28.9018,229.616,0,1,-3.40986,22.8602,224.811,0,1,-11.586,-0.172553,227.771,0,1,9.09594,-1.40082,225.914,0,0,0.0,18,284
2,5.2075,-10.3565,115.5,0.0920326,-0.0672899,1,-1.30367,7.29395,224.147,0,0,-15.3207,11.0375,218.15,0,1,11.5912,10.5097,218.008,0,1,-26.722,11.8075,223.557,0,1,18.3692,9.47704,219.882,0,1,14.5014,14.9697,229.557,0,1,7.05692,28.9194,229.891,0,1,-3.23572,22.9977,224.996,0,1,-11.3948,-0.0679569,227.939,0,1,9.34093,-1.18533,226.08,0,0,0.0,18,284.5
3,5.17123,-10.3854,116,0.0828294,-0.0605609,1,-1.53779,7.08829,224.441,0,0,-15.3207,11.0375,218.15,0,1,11.4561,10.3211,218.265,0,1,-26.5077,11.9201,223.851,0,1,18.6047,9.68481,220.052,0,1,14.7156,15.0823,229.851,0,1,7.30441,28.9251,230.163,0,1,-3.0692,23.126,225.181,0,1,-11.197,0.0467567,228.105,0,1,9.58364,-0.971364,226.247,0,0,0.0,18,285
4,5.13787,-10.412,116.5,0.0745464,-0.0545048,1,-1.77535,6.88663,224.738,0,0,-15.3207,11.0375,218.15,0,1,11.3123,10.127,218.525,0,1,-26.2883,12.0226,224.144,0,1,18.8366,9.88895,220.222,0,1,14.935,15.1848,230.144,0,1,7.55315,28.9192,230.433,0,1,-2.91058,23.2446,225.369,0,1,-10.9931,0.171253,228.271,0,1,9.82365,-0.759547,226.415,0,0,0.0,18,285.5
5,5.10717,-10.4364,117,0.0670918,-0.0490543,1,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,11.1602,9.92796,218.788,0,1,-26.0641,12.1146,224.434,0,1,19.0643,10.0889,220.393,0,1,15.1592,15.2767,230.434,0,1,7.80271,28.9015,230.7,0,1,-2.76016,23.3532,225.558,0,1,-10.7833,0.305164,228.436,0,1,10.0605,-0.550501,226.584,0,0,0.0,18,286
6,5.07892,-10.4589,117.5,0.0603826,-0.0441489,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,10.9999,9.7246,219.053,0,1,-25.8355,12.1958,224.722,0,1,19.2875,10.284,220.566,0,1,15.3878,15.3579,230.722,0,1,8.05266,28.8722,230.965,0,1,-2.61818,23.4515,225.749,0,1,-10.568,0.448099,228.601,0,1,10.2939,-0.344841,226.754,0,0,0.0,18,286.5
7,5.05294,-10.4796,118,0.0543443,-0.039734,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,10.8318,9.51749,219.32,0,1,-25.6028,12.266,225.008,0,1,19.5059,10.4737,220.74,0,1,15.6205,15.4282,231.008,0,1,8.30257,28.8313,231.227,0,1,-2.48489,23.5392,225.942,0,1,-10.3476,0.599638,228.765,0,1,10.5233,-0.143169,226.925,0,0,0.0,18,287
8,5.02904,-10.4986,118.5,0.0489099,-0.0357606,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,10.6561,9.30724,219.59,0,1,-25.3666,12.325,225.291,0,1,19.719,10.6574,220.915,0,1,15.8567,15.4872,231.291,0,1,8.55199,28.779,231.486,0,1,-2.36053,23.6161,226.138,0,1,-10.1225,0.759337,228.928,0,1,10.7484,0.0539227,227.097,0,0,0.0,18,287.5
9,5.00704,-10.5161,119,0.0440189,-0.0321846,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,10.4732,9.09448,219.863,0,1,-25.1271,12.3726,225.572,0,1,19.9265,10.8347,221.091,0,1,16.0962,15.5348,231.572,0,1,8.8005,28.7153,231.743,0,1,-2.24531,23.6819,226.335,0,1,-9.89306,0.926726,229.092,0,1,10.9687,0.245859,227.27,0,0,0.0,18,288
10,4.98681,-10.5323,119.5,0.039617,-0.0289661,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,10.2833,8.87982,220.138,0,1,-24.8849,12.4088,225.85,0,1,20.128,11.005,221.269,0,1,16.3384,15.5709,231.85,0,1,9.04767,28.6405,231.998,0,1,-2.13943,23.7364,226.534,0,1,-9.65968,1.10132,229.254,0,1,11.184,0.432072,227.445,0,0,0.0,18,288.5
11,4.9682,-10.5471,120,0.0356553,-0.0260695,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,10.0868,8.66389,220.415,0,1,-24.6403,12.4333,226.126,0,1,20.3231,11.1678,221.448,0,1,16.583,15.5955,232.126,0,1,9.29306,28.5548,232.25,0,1,-2.04308,23.7795,226.735,0,1,-9.42278,1.28259,229.417,0,1,11.3938,0.612019,227.62,0,0,0.0,18,289
12,4.95107,-10.5607,120.5,0.0320898,-0.0234625,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,9.88405,8.44733,220.695,0,1,-24.3938,12.4461,226.4,0,1,20.5116,11.3226,221.629,0,1,16.8295,15.6083,232.4,0,1,9.53626,28.4585,232.499,0,1,-1.95642,23.8111,226.938,0,1,-9.18276,1.47003,229.58,0,1,11.5977,0.785172,227.798,0,0,0.0,18,289.5
13,4.93531,-10.5733,121,0.0288808,-0.0211163,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,9.67539,8.23077,220.977,0,1,-24.1457,12.4472,226.671,0,1,20.693,11.469,221.811,0,1,17.0776,15.6094,232.671,0,1,9.77683,28.3518,232.746,0,1,-1.8796,23.8309,227.144,0,1,-8.94004,1.66307,229.742,0,1,11.7954,0.951021,227.976,0,0,0.0,18,290
14,4.48749,-10.5848,121.5,0.0859927,-0.0190047,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,9.46117,8.01485,221.262,0,1,-23.8966,12.4366,226.94,0,1,20.8672,11.6065,221.996,0,1,17.3267,15.5987,232.94,0,1,10.0144,28.2351,232.991,0,1,-1.81275,23.8391,227.352,0,1,-8.69503,1.86115,229.905,0,1,11.9866,1.10908,228.157,0,0,0.0,18,290.5
15,4.02548,-10.5954,122,0.137393,-0.0171042,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,9.24177,7.8002,221.549,0,1,-23.6468,12.4142,227.206,0,1,21.0337,11.7348,222.181,0,1,17.5765,15.5764,233.206,0,1,10.2484,28.1086,233.232,0,1,-1.756,23.8356,227.562,0,1,-8.44817,2.06369,230.067,0,1,12.1709,1.25889,228.338,0,0,0.0,18,291
16,3.55044,-10.6052,122.5,0.183654,-0.0153938,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,9.01757,7.58745,221.838,0,1,-23.3969,12.3802,227.47,0,1,21.1923,11.8534,222.369,0,1,17.8264,15.5424,233.47,0,1,10.4787,27.9728,233.472,0,1,-1.70944,23.8203,227.774,0,1,-8.19989,2.27009,230.23,0,1,12.348,1.4,228.522,0,0,0.0,18,291.5
17,3.0634,-10.6142,123,0.225289,-0.0138544,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,8.78896,7.37722,222.129,0,1,-23.1471,12.3347,227.731,0,1,21.3427,11.962,222.558,0,1,18.0762,15.497,233.731,0,1,10.7046,27.8281,233.708,0,1,-1.67315,23.7933,227.989,0,1,-7.95061,2.47976,230.393,0,1,12.5176,1.53201,228.707,0,0,0.0,18,292
18,2.56533,-10.6224,123.5,0.26276,-0.012469,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,8.55633,7.17014,222.423,0,1,-22.898,12.2778,227.989,0,1,21.4847,12.0603,222.749,0,1,18.3253,15.44,233.989,0,1,10.9259,27.6749,233.943,0,1,-1.64719,23.7548,228.206,0,1,-7.70077,2.69207,230.556,0,1,12.6794,1.65453,228.894,0,0,0.0,18,292.5
19,2.0571,-10.63,124,0.296484,-0.0112221,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,8.3201,6.9668,222.719,0,1,-22.65,12.2097,228.245,0,1,21.618,12.1481,222.942,0,1,18.5733,15.3719,234.245,0,1,11.1422,27.5135,234.174,0,1,-1.63161,23.7047,228.425,0,1,-7.45079,2.9064,230.72,0,1,12.8331,1.76719,229.082,0,0,0.0,18,293
20,1.53953,-10.637,124.5,0.326835,-0.0100999,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,8.08066,6.76782,223.017,0,1,-22.4035,12.1305,228.499,0,1,21.7424,12.2249,223.138,0,1,18.8198,15.2927,234.499,0,1,11.3531,27.3446,234.403,0,1,-1.62644,23.6433,228.647,0,1,-7.20113,3.12212,230.884,0,1,12.9785,1.86967,229.273,0,0,0.0,18,293.5
21,1.01336,-10.6435,125,0.354152,-0.00908987,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,7.83844,6.57376,223.317,0,1,-22.1589,12.0406,228.75,0,1,21.8576,12.2907,223.335,0,1,19.0644,15.2028,234.75,0,1,11.5582,27.1686,234.63,0,1,-1.63168,23.5708,228.871,0,1,-6.9522,3.33861,231.049,0,1,13.1153,1.96166,229.465,0,0,0.0,18,294
22,0.479291,-10.6494,125.5,0.378737,-0.00818088,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,7.59385,6.38519,223.62,0,1,-21.9167,11.9401,228.998,0,1,21.9635,12.3453,223.534,0,1,19.3066,15.1023,234.998,0,1,11.7572,26.9861,234.855,0,1,-1.64733,23.4873,229.098,0,1,-6.70444,3.55522,231.214,0,1,13.2433,2.04291,229.659,0,0,0.0,18,294.5
23,-0.0620554,-10.6549,126,0.400863,-0.00736279,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,7.34733,6.20268,223.924,0,1,-21.6773,11.8293,229.244,0,1,22.0598,12.3883,223.735,0,1,19.546,14.9915,235.244,0,1,11.9497,26.7974,235.076,0,1,-1.67335,23.3931,229.327,0,1,-6.45828,3.77132,231.38,0,1,13.3622,2.11316,229.856,0,0,0.0,18,295
24,-0.610094,-10.6599,126.5,0.420777,-0.00662651,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,7.09929,6.02676,224.23,0,1,-21.4411,11.7086,229.488,0,1,22.1465,12.4199,223.938,0,1,19.7822,14.8708,235.488,0,1,12.1353,26.6033,235.296,0,1,-1.70972,23.2885,229.558,0,1,-6.21415,3.98628,231.547,0,1,13.4718,2.17221,230.054,0,0,0.0,18,295.5
25,-1.16429,-10.6645,127,0.438699,-0.00596386,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,6.85018,5.85794,224.538,0,1,-21.2085,11.5784,229.728,0,1,22.2233,12.4398,224.144,0,1,20.0148,14.7406,235.728,0,1,12.3139,26.4043,235.513,0,1,-1.75635,23.1738,229.792,0,1,-5.97247,4.19946,231.714,0,1,13.572,2.21989,230.254,0,0,0.0,18,296
26,-1.72415,-10.6687,127.5,0.454829,-0.00536747,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,6.60041,5.69671,224.848,0,1,-20.9799,11.439,229.967,0,1,22.2901,12.4479,224.352,0,1,20.2434,14.6012,235.967,0,1,12.485,26.2009,235.728,0,1,-1.81317,23.0493,230.029,0,1,-5.73366,4.41024,231.882,0,1,13.6626,2.25606,230.457,0,0,0.0,18,296.5
27,-2.28922,-10.6726,128,0.469346,-0.00483073,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,6.35043,5.54356,225.16,0,1,-20.7558,11.2908,230.202,0,1,22.3469,12.4444,224.562,0,1,20.4675,14.453,236.202,0,1,12.6483,25.9938,235.94,0,1,-1.88008,22.9154,230.268,0,1,-5.49814,4.618,232.052,0,1,13.7433,2.28061,230.661,0,0,0.0,18,297
28,-2.85909,-10.6762,128.5,0.482412,-0.00434765,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,6.10067,5.39893,225.474,0,1,-20.5364,11.1343,230.436,0,1,22.3935,12.4291,224.774,0,1,20.6869,14.2965,236.436,0,1,12.8037,25.7835,236.15,0,1,-1.95697,22.7724,230.51,0,1,-5.26631,4.82214,232.222,0,1,13.8142,2.29347,230.868,0,0,0.0,18,297.5
29,-3.30644,-10.4344,129,0.476597,0.0243714,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,5.85156,5.26324,225.789,0,1,-20.3223,10.9698,230.666,0,1,22.4297,12.4021,224.989,0,1,20.901,14.1321,236.666,0,1,12.9507,25.5707,236.358,0,1,-2.04369,22.6209,230.754,0,1,-5.03858,5.02205,232.393,0,1,13.875,2.29461,231.077,0,0,0.0,18,298
30,-3.75336,-10.1836,129.5,0.471364,0.0502185,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,5.60353,5.13689,226.106,0,1,-20.1137,10.798,230.894,0,1,22.4557,12.3636,225.206,0,1,21.1096,13.9603,236.894,0,1,13.0892,25.3561,236.564,0,1,-2.14011,22.4612,231.001,0,1,-4.81534,5.21715,232.566,0,1,13.9256,2.28401,231.289,0,0,0.0,18,298.5
31,-4.19989,-9.92463,130,0.466654,0.0734809,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,5.35702,5.02026,226.425,0,1,-19.911,10.6193,231.12,0,1,22.4713,12.3135,225.425,0,1,21.3123,13.7816,237.12,0,1,13.2189,25.1401,236.767,0,1,-2.24606,22.2938,231.25,0,1,-4.59698,5.40686,232.74,0,1,13.9661,2.26172,231.503,0,0,0.0,18,299
32,-4.64605,-9.65808,130.5,0.462415,0.0944171,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,5.11245,4.91368,226.745,0,1,-19.7146,10.4343,231.344,0,1,22.4765,12.2522,225.647,0,1,21.5087,13.5965,237.344,0,1,13.3396,24.9236,236.969,0,1,-2.36134,22.1192,231.502,0,1,-4.38388,5.59063,232.915,0,1,13.9962,2.22779,231.719,0,0,0.0,18,299.5
33,-5.09187,-9.38457,131,0.4586,0.11326,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,4.87025,4.81747,227.067,0,1,-19.5248,10.2434,231.564,0,1,22.4712,12.1796,225.871,0,1,21.6985,13.4056,237.564,0,1,13.4511,24.707,237.168,0,1,-2.48576,21.9379,231.756,0,1,-4.17641,5.76793,233.091,0,1,14.0159,2.18233,231.937,0,0,0.0,18,300
34,-5.53738,-9.10465,131.5,0.455166,0.130218,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,4.63084,4.7319,227.39,0,1,-19.3419,10.0472,231.783,0,1,22.4556,12.0961,226.098,0,1,21.8814,13.2094,237.783,0,1,13.5531,24.4911,237.365,0,1,-2.6191,21.7505,232.013,0,1,-3.97493,5.93822,233.269,0,1,14.0252,2.12546,232.158,0,0,0.0,18,300.5
35,-5.9826,-8.81885,132,0.452076,0.14548,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,4.39463,4.65724,227.714,0,1,-19.1663,9.84637,231.999,0,1,22.4295,12.002,226.327,0,1,22.057,13.0086,237.999,0,1,13.6456,24.2764,237.56,0,1,-2.76114,21.5574,232.273,0,1,-3.77978,6.10101,233.448,0,1,14.0241,2.05737,232.381,0,0,0.0,18,301
36,-6.42756,-8.52762,132.5,0.449295,0.159217,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,4.16203,4.5937,228.04,0,1,-18.9983,9.64142,232.213,0,1,22.3932,11.8973,226.558,0,1,22.225,12.8036,238.213,0,1,13.7283,24.0637,237.753,0,1,-2.91162,21.3593,232.535,0,1,-3.59132,6.25582,233.629,0,1,14.0127,1.97823,232.607,0,0,0.0,18,301.5
37,-6.87228,-8.23141,133,0.446792,0.171579,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,3.93345,4.54147,228.367,0,1,-18.8381,9.43296,232.424,0,1,22.3465,11.7826,226.792,0,1,22.3852,12.5952,238.424,0,1,13.8011,23.8535,237.945,0,1,-3.07029,21.1568,232.799,0,1,-3.40985,6.4022,233.811,0,1,13.9908,1.8883,232.835,0,0,0.0,18,302
38,-7.31678,-7.93061,133.5,0.444539,0.182706,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,3.70929,4.5007,228.695,0,1,-18.686,9.22162,232.634,0,1,22.2897,11.6581,227.029,0,1,22.5373,12.3839,238.634,0,1,13.8639,23.6464,238.134,0,1,-3.23686,20.9504,233.066,0,1,-3.23571,6.53972,233.996,0,1,13.9585,1.78783,233.065,0,0,0.0,18,302.5
39,-7.76107,-7.62559,134,0.442511,0.192719,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,3.48993,4.4715,229.025,0,1,-18.5424,9.00801,232.841,0,1,22.2228,11.5242,227.268,0,1,22.6809,12.1702,238.841,0,1,13.9165,23.4431,238.322,0,1,-3.41106,20.7407,233.336,0,1,-3.06919,6.66798,234.181,0,1,13.916,1.67711,233.298,0,0,0.0,18,303
40,-8.20518,-7.31668,134.5,0.440687,0.201732,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,3.27575,4.45397,229.355,0,1,-18.4074,8.79276,233.045,0,1,22.1459,11.3812,227.51,0,1,22.8159,11.955,239.045,0,1,13.959,23.2441,238.508,0,1,-3.59257,20.5284,233.608,0,1,-2.91057,6.78659,234.369,0,1,13.8633,1.55647,233.534,0,0,0.0,18,303.5
41,-8.64911,-7.00421,135,0.439044,0.209843,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,3.06713,4.44816,229.687,0,1,-18.2812,8.5765,233.248,0,1,22.0592,11.2297,227.754,0,1,22.9421,11.7387,239.248,0,1,13.9911,23.0501,238.692,0,1,-3.78108,20.3141,233.883,0,1,-2.76015,6.89522,234.558,0,1,13.8004,1.42627,233.772,0,0,0.0,18,304
42,-9.09288,-6.68845,135.5,0.437566,0.217143,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,2.86443,4.45408,230.019,0,1,-18.1642,8.35986,233.449,0,1,21.9628,11.07,228.001,0,1,23.0591,11.5221,239.449,0,1,14.0128,22.8615,238.874,0,1,-3.97627,20.0983,234.16,0,1,-2.61817,6.99354,234.749,0,1,13.7275,1.28689,234.013,0,0,0.0,18,304.5
43,-9.53651,-6.36966,136,0.436236,0.223713,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,2.668,4.47171,230.352,0,1,-18.0565,8.14348,233.647,0,1,21.8568,10.9026,228.25,0,1,23.1668,11.3057,239.647,0,1,14.0242,22.679,239.055,0,1,-4.1778,19.8819,234.439,0,1,-2.48488,7.08126,234.942,0,1,13.6446,1.13873,234.256,0,0,0.0,18,305
44,-9.67359,-5.94656,136.5,0.392612,0.241342,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,2.47818,4.50101,230.686,0,1,-17.9583,7.92799,233.843,0,1,21.7415,10.728,228.502,0,1,23.2651,11.0902,239.843,0,1,14.0252,22.5031,239.234,0,1,-4.38531,19.6652,234.721,0,1,-2.36052,7.15813,235.138,0,1,13.5521,0.982229,234.502,0,0,0.0,18,305.5
45,-9.7997,-5.51731,137,0.353351,0.257207,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,2.2953,4.54189,231.02,0,1,-17.8697,7.71403,234.038,0,1,21.6171,10.5467,228.756,0,1,23.3536,10.8763,240.038,0,1,14.0157,22.3343,239.412,0,1,-4.59845,19.4491,235.005,0,1,-2.2453,7.22393,235.335,0,1,13.4499,0.817852,234.75,0,0,0.0,18,306
46,-9.91573,-5.08239,137.5,0.318016,0.271487,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,2.11967,4.59423,231.355,0,1,-17.7909,7.50223,234.23,0,1,21.4838,10.3593,229.013,0,1,23.4324,10.6645,240.23,0,1,13.9959,22.1731,239.589,0,1,-4.81684,19.2342,235.291,0,1,-2.13943,7.27845,235.534,0,1,13.3384,0.646073,235.001,0,0,0.0,18,306.5
47,-9.58913,-4.98894,138,0.226214,0.244338,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,1.95161,4.65787,231.691,0,1,-17.7221,7.29319,234.421,0,1,21.3417,10.1662,229.273,0,1,23.5012,10.4554,240.421,0,1,13.9657,22.02,239.764,0,1,-5.04011,19.021,235.58,0,1,-2.04307,7.32154,235.735,0,1,13.2176,0.467399,235.254,0,0,0.0,18,307
48,-9.23867,-4.90296,138.5,0.143593,0.219904,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,1.79141,4.73263,232.027,0,1,-17.6634,7.08755,234.609,0,1,21.1913,9.96813,229.535,0,1,23.5599,10.2498,240.609,0,1,13.9251,21.8754,239.938,0,1,-5.26787,18.8102,235.871,0,1,-1.95641,7.35307,235.938,0,1,13.0878,0.282358,235.51,0,0,0.0,18,307.5
49,-8.86624,-4.82386,139,0.0692337,0.197914,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,1.63934,4.81829,232.364,0,1,-17.6148,6.8859,234.796,0,1,21.0326,9.76559,229.799,0,1,23.6085,10.0481,240.796,0,1,13.8744,21.7397,240.11,0,1,-5.49973,18.6025,236.164,0,1,-1.87959,7.37295,236.144,0,1,12.9492,0.0914855,235.769,0,0,0.0,18,308
50,-8.47361,-4.75109,139.5,0.00231035,0.178122,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,1.49566,4.9146,232.701,0,1,-17.5765,6.68883,234.981,0,1,20.866,9.55918,230.066,0,1,23.6468,9.85105,240.981,0,1,13.8135,21.6134,240.282,0,1,-5.73527,18.3983,236.46,0,1,-1.81275,7.38113,236.352,0,1,12.802,-0.104651,236.03,0,0,0.0,18,308.5
51,-8.06239,-4.68414,140,-0.0579207,0.16031,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,1.36063,5.02127,233.038,0,1,-17.5486,6.49692,235.165,0,1,20.6918,9.34951,230.336,0,1,23.6748,9.65914,241.165,0,1,13.7425,21.4968,240.452,0,1,-5.9741,18.1984,236.757,0,1,-1.75599,7.37757,236.562,0,1,12.6466,-0.305484,236.293,0,0,0.0,18,309
52,-7.63406,-4.62254,140.5,-0.112129,0.144279,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,1.23448,5.13799,233.375,0,1,-17.5309,6.31073,235.347,0,1,20.5103,9.1372,230.608,0,1,23.6924,9.47296,241.347,0,1,13.6616,21.3903,240.621,0,1,-6.2158,18.0033,237.057,0,1,-1.70943,7.36229,236.774,0,1,12.4832,-0.510421,236.559,0,0,0.0,18,309.5
53,-7.19,-4.56588,141,-0.160916,0.129851,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,1.11743,5.26443,233.713,0,1,-17.5237,6.13081,235.527,0,1,20.3218,8.92287,230.883,0,1,23.6996,9.29304,241.527,0,1,13.5709,21.2941,240.79,0,1,-6.45994,17.8136,237.359,0,1,-1.67314,7.33533,236.989,0,1,12.312,-0.718856,236.828,0,0,0.0,18,310
54,-6.73147,-4.51374,141.5,-0.204824,0.116866,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,1.00969,5.4002,234.05,0,1,-17.5269,5.95769,235.706,0,1,20.1266,8.70714,231.16,0,1,23.6964,9.11992,241.706,0,1,13.4707,21.2086,240.957,0,1,-6.70611,17.6299,237.663,0,1,-1.64718,7.29677,237.206,0,1,12.1334,-0.930186,237.099,0,0,0.0,18,310.5
55,-6.25962,-4.46578,142,-0.244342,0.105179,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,0.91143,5.54492,234.388,0,1,-17.5406,5.79188,235.883,0,1,19.9251,8.49066,231.439,0,1,23.6828,8.9541,241.883,0,1,13.3609,21.134,241.124,0,1,-6.95388,17.4526,237.969,0,1,-1.6316,7.24673,237.425,0,1,11.9476,-1.14379,237.373,0,0,0.0,18,311
56,-5.90244,-4.66679,142.5,-0.262334,0.0663773,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,0.822834,5.69815,234.725,0,1,-17.5646,5.63386,236.059,0,1,19.7176,8.27405,231.721,0,1,23.6588,8.79608,242.059,0,1,13.2419,21.0705,241.29,0,1,-7.20282,17.2823,238.276,0,1,-1.62643,7.18535,237.647,0,1,11.7551,-1.35903,237.648,0,0,0.0,18,311.5
57,-5.53847,-4.88,143,-0.278527,0.0314553,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,0.744051,5.85945,235.062,0,1,-17.5989,5.48409,236.233,0,1,19.5044,8.05795,232.005,0,1,23.6244,8.64631,242.234,0,1,13.1138,21.0183,241.455,0,1,-7.45249,17.1195,238.586,0,1,-1.63168,7.11282,237.871,0,1,11.556,-1.57529,237.927,0,0,0.0,18,312
58,-5.16827,-5.10443,143.5,-0.293101,2.54568e-05,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,0.675219,6.02834,235.399,0,1,-17.6435,5.34302,236.407,0,1,19.286,7.84299,232.291,0,1,23.5798,8.50524,242.407,0,1,12.977,20.9776,241.62,0,1,-7.70246,16.9647,238.898,0,1,-1.64732,7.02933,238.098,0,1,11.3509,-1.79193,238.208,0,0,0.0,18,312.5
59,-4.79233,-5.3392,144,-0.306217,-0.0282614,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,0.616457,6.20432,235.736,0,1,-17.6984,5.21106,236.579,0,1,19.0628,7.62981,232.58,0,1,23.525,8.37328,242.579,0,1,12.8315,20.9484,241.784,0,1,-7.9523,16.8183,239.211,0,1,-1.67335,6.93515,238.327,0,1,11.1399,-2.0083,238.491,0,0,0.0,18,313
60,-4.41111,-5.58347,144.5,-0.318022,-0.0537195,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,0.567868,6.3869,236.072,0,1,-17.7633,5.08859,236.75,0,1,18.835,7.41903,232.871,0,1,23.46,8.25081,242.75,0,1,12.6776,20.9309,241.948,0,1,-8.20158,16.6808,239.526,0,1,-1.70971,6.83054,238.558,0,1,10.9236,-2.22379,238.776,0,0,0.0,18,313.5
